ID,LABNR,C14AGE,C14STD,C13,MATERIAL,SPECIES,COUNTRY,SITE,PERIOD,CULTURE,PHASE,LOCUS,LATITUDE,LONGITUDE,METHOD,CALAGE,CALSTD,REFERENCE,NOTICE
11471,Pta-3652,7060,70,0,soil,clay,Israel,Megadim,PN,nd,nd,à cete de la fosse; clay below site,32.71,34.96,14C,5930,70,"Galil and Weinstein-Evron 1985, 44",--
11472,Pta-4339,6270,50,0,bone,nd,Israel,Megadim,PN,Wadi Rabah,nd,nd,32.71,34.96,14C,5230,60,"Gopher and Gophna 1993, 305",--
11473,B-2737,8480,70,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.32,14C,7530,50,"Taute 1981, Weinstein 1984",--
11474,Hv-9106,8240,95,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.31,14C,7280,140,"Taute 1981, 249",--
11475,Hv-9107,8330,75,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.31,14C,7370,110,"Taute 1981, 249",--
11476,Hv-9108,8440,80,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.31,14C,7480,80,"Taute 1981, 249",--
11477,KN-2443,8070,75,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.32,14C,7000,140,"Taute 1981, Weinstein 1984",--
11478,KN-2444,8350,75,0,charcoal,nd,Israel,Mezad Mazal,Neolithic,PPNB,nd,nd,30.93,35.32,14C,7400,100,"Taute 1981, Weinstein 1984",Banadora: meme echantillon que Hv-9107
11479,RT-1948,5470,70,0,nd,nd,Israel,Moon Valley,Chalcolithic,nd,nd,nd,0,0,14C,4320,70,Burton and Levy 2001,--
11480,RTT-4579,8890,45,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,"3612m sq,B upper, L.2138",31.7936,35.1566,14C,8080,100,Khalaily 2007,--
11481,RTT-4749,9130,30,0,bone,nd,Israel,Motza,PPNB,EPPNB,nd,"Sq.N19a,z587.91 L.4070.B.41324",31.7936,35.1566,14C,8340,50,Khalaily 2007,--
11482,RTT-4750,9310,30,0,bone,nd,Israel,Motza,PPNB,EPPNB,nd,"Sq.N18d, z587.97, L.4071, B.41303",31.7936,35.1566,14C,8560,50,Khalaily 2007,--
11483,RTT-4751,9100,30,0,bone,nd,Israel,Motza,PPNB,EPPNB,nd,"Sq.N18d,z588.18,L.4062,B.41204 ",31.7936,35.1566,14C,8300,30,Khalaily 2007,--
11484,RTT-4752,9210,25,0,bone,nd,Israel,Motza,PPNB,EPPNB,nd,"Sq.N18a, z5888.35, L.4076, B.41371",31.7936,35.1566,14C,8410,70,Khalaily 2007,--
11485,RTT-4753,8995,35,0,bone,human,Israel,Motza,PPNB,EPPNB,nd,"Sq.O19c,z.589.01 x625, y440",31.7936,35.1566,14C,8230,40,Khalaily 2007,--
11486,RTT-4757,8965,45,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,nd,31.7936,35.1566,14C,8130,110,Khalaily 2007,--
11487,RTT-4865,9080,30,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,N19a,31.7936,35.1566,14C,8280,20,Khalaily 2007,--
11488,RTT-4866,9150,35,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,ID 209 East Wall,31.7936,35.1566,14C,8360,60,Khalaily 2007,--
11489,RTT-4867,9200,40,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,ID 246 East Wall,31.7936,35.1566,14C,8410,80,Khalaily 2007,--
11490,RTT-4869,9040,40,0,humic acids,nd,Israel,Motza,PPNB,EPPNB,nd,humic from 115,31.7936,35.1566,14C,8260,30,Khalaily 2007,--
11491,RTT-4882,9030,50,0,humic acids,nd,Israel,Motza,PPNB,EPPNB,nd,humic acids from soil 115,31.7936,35.1566,14C,8250,40,Khalaily 2007,--
11492,TO-11710,9870,90,0,charcoal,nd,Israel,Motza,Neolithic,PPNA ?,nd,Id 41286,31.7936,35.1566,14C,9420,140,Khalaily 2007,--
11493,TO-11711,9050,80,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,Id 50761,31.7936,35.1566,14C,8220,130,Khalaily 2007,--
11494,TO-11712,9170,80,0,charcoal,nd,Israel,Motza,PPNB,EPPNB,nd,ID 50779,31.7936,35.1566,14C,8410,100,Khalaily 2007,--
11495,RT-1855,5355,60,0,nd,nd,Israel,Moyat Daba'lya,Chalcolithic,nd,nd,nd,0,0,14C,4190,100,Burton and Levy 2001,--
11496,Ly-4927,7330,70,0,charcoal,nd,Israel,Munhata,Neolithic,Yarmukian,nd,layer 2b,32.6,35.54,14C,6200,100,Lovell 2001,--
11497,M-1792,7370,400,0,charcoal,nd,Israel,Munhata,Neolithic,Yarmukian,nd,"sol, foyer 644, carre M 14",32.6,35.54,14C,6300,420,"Crane and Griffin 1970, 178",--
11498,M-1793,9160,500,0,charcoal,charcoal or soil?,Israel,Munhata,PN,Neo.,nd,"tranchee 631, carre L 16",32.6,35.54,14C,8460,680,"Crane and Griffin 1970, 179",--
11499,RT-1395,7400,60,0,charcoal,nd,Israel,Nahal Betzet,PN,Wadi Rabah,nd,nd,0,0,14C,6280,70,Banning 2007,
11500,I-616,5460,125,0,mat,nd,Israel,Nahal Hever,nd,nd,nd,Grave ,0,0,14C,4270,150,Lovell 2001,
11501,BM-140,5390,150,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 1, treasure",31.3809,35.3643,14C,4200,160,Klimscha,--
11502,I-1819,4725,230,0,cloth,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 2, Burial",31.3809,35.3643,14C,3430,290,Klimscha,--
11503,I-285,4780,100,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,treasure mat,31.3809,35.3643,14C,3530,110,Klimscha,--
11504,I-353,4760,120,0,wood,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 1, treasure",31.3809,35.3643,14C,3520,130,Klimscha,--
11505,RT-1407,4990,70,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 1, alcove A B-11/2",31.3809,35.3643,14C,3800,100,Lovell 2001,--
11506,RT-1408,5575,90,0,mat,nd,Israel,Nahal Mishmar,Chalcolithic,Late Chalc,nd,nd,31.3809,35.3643,14C,4430,80,Garfinkel 1999,--
11507,RT-1408,5575,90,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,nd,31.3809,35.3643,14C,4430,80,Klimscha,--
11508,RT-1409,5355,55,0,wood,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 1, Hall B#61-1188, from loom ?",31.3809,35.3643,14C,4190,100,Lovell 2001,--
11509,RT-1645,5535,75,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 3, Hall B#61-1186",31.3809,35.3643,14C,4390,70,Klimscha,--
11510,RT-1645,5735,75,0,mat,nd,Israel,Nahal Mishmar,Chalcolithic,Late Chalc,nd,nd,31.3809,35.3643,14C,4580,90,Garfinkel 1999,--
11511,W-1341,4880,250,0,mat,nd,Israel,Nahal Mishmar,nd,nd,nd,"Cave 1, treasure",31.3809,35.3643,14C,3640,290,Klimscha,--
11512,BM-764,10046,318,0,bone,collagen,Israel,Nahal Oren,Epipalaeolithic,Natufian,Late Natufian,"Level V, Final Natufian",32.72,34.97,14C,9740,500,"Burleigh et al. 1977, Bar-Yosef and Valla 1979, Goring-Morris 1991, Schyle 1996",
11513,OxA-389,2940,120,0,seed,Triticum monococcum,Israel,Nahal Oren,EP,EP,Late Natufian,307.0/33,32.71,34.96,14C,1150,160,--,--
11514,OxA-389,2940,120,0,seed,Triticum monococcum,Israel,Nahal Oren,Epipalaeolithic,Natufian,Late Natufian,Final Natufian,32.72,34.97,14C,1150,160,"Gowlett 1987, Goring-Morris 1991, Schyle 1996",
11515,OxA-395,3100,130,0,seed,Triticum monococcum,Israel,Nahal Oren,EP,EP,Late Natufian,308.0/28,32.71,34.96,14C,1330,160,--,--
11516,OxA-395,3100,130,0,seed,Triticum monococcum,Israel,Nahal Oren,Epipalaeolithic,Natufian,Late Natufian,Final Natufian,32.72,34.97,14C,1330,160,"Gowlett 1987, Goring-Morris 1991, Schyle 1996",
11517,OxA-396,6650,190,0,seed,"Triticum monococcum, Humic acid",Israel,Nahal Oren,EP,EP,Late Natufian,308.0/28,32.71,34.96,14C,5580,170,--,--
11518,OxA-396,6650,190,0,seed,"Triticum monococcum, Humic acid",Israel,Nahal Oren,Epipalaeolithic,Natufian,Late Natufian,Final Natufian,32.72,34.97,14C,5580,170,"Gowlett 1987, Housley 1994, Schyle 1996",
11519,OxA-5010,9480,100,-22.6,charcoal,nd,Israel,Nahal Oren,nd,nd,nd,"1937a,Co2",32.71,34.96,14C,8870,200,Oxford Datelist 21,--
11520,RT-1543,5080,75,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 138, Basket 1520",32.75,35.33,14C,3860,90,Garfinkel 1999,--
11521,RT-1544,7050,78,0,charcoal,nd,Israel,Nahal Qanah Cave,Neolithic,Yarmukian,nd,nd,32.75,35.33,14C,5920,80,--,--
11522,RT-1544,7054,78,0,charcoal,nd,Israel,Nahal Qanah Cave,Neolithic,PN,nd,nd,32.75,35.33,14C,5920,80,Lee Sep 2010,
11523,RT-1545,5340,57,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 125, Basket 1595",32.75,35.33,14C,4170,90,Garfinkel 1999,--
11524,RT-861A,5150,190,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 104, Basket 110 and 1172, associated with gold",32.75,35.33,14C,3970,220,Lovell 2001,--
11525,RT-861B,6010,150,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 142, Basket 1549, assoc.with gold artifacts",32.75,35.33,14C,4930,190,Lovell 2001,--
11526,RT-861C,5240,180,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Loci 143 and 130, Baskets 1534 and 1555, assoc.with PN art",32.75,35.33,14C,4050,210,Garfinkel 1999,--
11527,RT-861D,6980,190,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 409, chalc.assoc with gold artifacts",32.75,35.33,14C,5870,170,Lovell 2001,--
11528,RT-861D,6980,180,0,charcoal,nd,Israel,Nahal Qanah Cave,Neolithic,Yarmukian,nd,nd,32.75,35.33,14C,5870,160,--,--
11529,RT-861E,5440,100,0,charcoal,nd,Israel,Nahal Qanah Cave,Chalcolithic,Late Chalc,nd,"Locus 125, Basket 1245, assoc.with gold artifacts",32.75,35.33,14C,4250,120,Lovell 2001,--
11530,Pta-2848,8670,60,0,charcoal,nd,Israel,Nahal Reu'el,nd,nd,nd,nd,29.9628,34.9759,14C,7700,80,"Kuijt, Bar-Yosef 1994:240",--
11531,Pta-3137,8620,60,0,charcoal,nd,Israel,Nahal Reu'el,nd,nd,nd,nd,29.9628,34.9759,14C,7650,60,"Kuijt, Bar-Yosef 1994:240",--
11532,Pta-3202,8550,60,0,charcoal,nd,Israel,Nahal Reu'el,nd,nd,nd,nd,29.9628,34.9759,14C,7580,40,"Kuijt, Bar-Yosef 1994:240",--
11533,OxA-744,9700,150,0,seed,Hordeum,Israel,Netiv Hagdud,Neolithic,PPNA,nd,"Level 5.55, loc. 1004, -2.6 m",31.98,35.38,14C,9070,210,Bar-Yosef 1991,--
11534,Pta-4555,9750,90,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1012,31.98,35.38,14C,9120,160,Bar-Yosef 1991,--
11535,Pta-4556,9660,70,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1006,31.98,35.38,14C,9050,150,Bar-Yosef 1991,--
11536,Pta-4557,9780,90,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1001,31.98,35.38,14C,9190,140,Bar-Yosef 1991,--
11537,Pta-4590,9700,80,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1007,31.98,35.38,14C,9080,160,Bar-Yosef 1991,--
11538,RT-502A,9790,380,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,Section,31.98,35.38,14C,9350,600,Bar-Yosef 1991,--
11539,RT-502C,10180,300,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,"deep sounding, 1.5 m below surface",31.98,35.38,14C,9900,470,Bar-Yosef 1991,--
11540,RT-762A,9680,140,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1000,31.98,35.38,14C,9050,200,Bar-Yosef 1991,--
11541,RT-762B,9600,170,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1002,31.98,35.38,14C,8970,230,Bar-Yosef 1991,--
11542,RT-762C,9970,150,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1004,31.98,35.38,14C,9590,250,Bar-Yosef 1991,--
11543,RT-762D,9400,180,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1001,31.98,35.38,14C,8750,290,Bar-Yosef 1991,--
11544,RT-762F,9780,150,0,charcoal,nd,Israel,Netiv Hagdud,Neolithic,PPNA,nd,loc. 1006,31.98,35.38,14C,9220,280,Bar-Yosef 1991,--
11545,Hv-4256,6390,70,0,nd,nd,Israel,Neve Yam,Chalcolithic,Chalc.,nd,nd,32.53,34.9,14C,5380,70,--,--
11546,RT-1723,6390,70,0,beans,nd,Israel,Neve Yam,Chalcolithic,Chalc.,nd,nd,32.53,34.9,14C,5380,70,Klimscha,--
11547,RT-1724,6565,70,0,nd,nd,Israel,Neve Yam,Chalcolithic,Chalc.,nd,nd,32.53,34.9,14C,5530,60,Klimscha,--
11548,Hv-8509,6790,90,0,bone,nd,Israel,Nizzanim,Neolithic,PN,nd,nd,31.71,34.58,14C,5700,80,--,--
11549,GX-787,5690,140,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4550,150,Burton and Levy 2001,--
11550,GX-788,4920,240,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,3690,280,Burton and Levy 2001,--
11551,RT-2373,5790,45,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4640,60,Burton and Levy 2001,--
11552,RT-2374,5645,60,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4470,70,Burton and Levy 2001,--
11553,RT-2376,5510,45,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4370,50,Burton and Levy 2001,--
11554,RT-2377,5490,55,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4340,60,Burton and Levy 2001,--
11555,RT-2378,5615,45,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4440,60,Burton and Levy 2001,--
11556,RT-2379,5710,45,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4560,70,Burton and Levy 2001,--
11557,RT-2380,6245,55,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5190,90,Burton and Levy 2001,--
11558,RT-2381,5840,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4690,70,Burton and Levy 2001,--
11559,RT-2382,5825,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4680,70,Burton and Levy 2001,--
11560,RT-2383,5725,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4580,70,Burton and Levy 2001,--
11561,RT-2384,5960,85,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4850,100,Burton and Levy 2001,--
11562,RT-2385,6120,55,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5070,90,Burton and Levy 2001,--
11563,RT-2386,5685,80,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4540,100,Burton and Levy 2001,--
11564,RT-2387,5410,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4250,70,Burton and Levy 2001,--
11565,RT-2388,5675,60,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4520,80,Burton and Levy 2001,--
11566,RT-2391,5815,90,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4670,110,Burton and Levy 2001,--
11567,RT-2392,6120,55,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5070,90,Burton and Levy 2001,--
11568,RT-2393,6545,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5510,40,Burton and Levy 2001,--
11569,RT-2394,5930,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4810,70,Burton and Levy 2001,--
11570,RT-2395,6085,50,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5010,80,Burton and Levy 2001,--
11571,RT-2396,6055,85,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,4980,130,Burton and Levy 2001,--
11572,RT-2397,6100,55,0,nd,nd,Israel,Peql'lin Cave,nd,nd,nd,nd,0,0,14C,5050,100,Burton and Levy 2001,--
11573,Pta-2968,6040,80,0,bone,nd,Israel,Qatif Y-3,Chalcolithic,Middle Chalcolithic,nd,nd,31.41,34.32,14C,4950,110,Garfinkel 1999,--
11574,Pta-2968,6040,80,0,bone,charred bone,Israel,Qatif Y-3,Neolithic,PN,nd,nd,31.41,34.32,14C,4950,110,"Gopher and Gophna 1993, 306",--
11575,I-7030,10580,140,0,bone,nd,Israel,Rakefet,Epipalaeolithic,Natufian,Late Natufian,nd,32.65,35.08,14C,10490,200,"Saxon 1976, Goring-Morris 1987, Valla 1987b, Schyle 1996",
11576,I-7032,10980,260,0,bone,nd,Israel,Rakefet,Epipalaeolithic,Natufian,Late Natufian,nd,32.65,35.08,14C,10930,230,"Saxon 1976, Goring-Morris 1987, Valla 1987b, Schyle 1996",
11577,OxA-541,2760,200,0,seed,Vicia ervilia,Israel,Rakefet,EP,nd,Late Natufian,nd,32.65,35.08,14C,930,260,--,--
11578,OxA-541,2760,200,0,seed,Vicia ervilia,Israel,Rakefet,Epipalaeolithic,Natufian,Late Natufian,nd,32.65,35.08,14C,930,260,"Gowlett 1987, Housley 1994, Schyle 1996",
11579,Pta-3001,10300,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 3/220-225,30.53,34.53,14C,10150,220,--,--
11580,Pta-3009,10500,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 3/280,30.53,34.53,14C,10430,170,--,--
11581,Pta-3284,10380,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 3/275-280,30.53,34.53,14C,10290,180,--,--
11582,Pta-3285,10390,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 3/210-220,30.53,34.53,14C,10310,180,--,--
11583,Pta-3286,10100,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 7/180-185,30.53,34.53,14C,9730,230,--,--
11584,Pta-3288,10250,100,0,charcoal,nd,Israel,Ramat Harif G 8,EP,Harifian,nd,locus 7/220-225,30.53,34.53,14C,10050,220,--,--
11585,RT-1862,4945,65,0,seed,Olea,Israel,Rasm Harbush,Chalcolithic,Late Chalcolithic,nd,House 10,32.9299,35.7624,14C,3750,80,Garfinkel 1999,--
11586,RT-1863,5130,70,0,seed,Olea,Israel,Rasm Harbush,Chalcolithic,Late Chalcolithic,nd,House Q,32.9299,35.7624,14C,3910,90,Garfinkel 1999,--
11587,RT-1866,4810,90,0,seed,Olea,Israel,Rasm Harbush,Chalcolithic,Late Chalcolithic,nd,House 10,32.9299,35.7624,14C,3560,110,Garfinkel 1999,--
11588,RT-252,5270,140,0,charcoal,nd,Israel,Rasm Harbush,Chalcolithic,Late Chalcolithic,nd,"House P, floor",32.9299,35.7624,14C,4100,160,Klimscha,--
11589,RT-525,5270,140,0,wood,nd,Israel,Rasm Harbush,nd,nd,nd,nd,32.9299,35.7624,14C,4100,160,Lovell 2001,
11590,Pta-2848,8670,50,0,charcoal,nd,Israel,Reu'el,PPN,Neo.,nd,nd,30.1,35.1,14C,7680,60,--,--
11591,Pta-3137,8720,70,0,charcoal,nd,Israel,Reu'el,PPN,Neo.,nd,nd,30.1,35.1,14C,7780,130,--,--
11592,Pta-3202,8650,90,0,charcoal,nd,Israel,Reu'el,PPN,Neo.,nd,nd,30.1,35.1,14C,7730,120,--,--
11593,Bln-5244,5504,34,-23.7,charcoal,nd,Israel,Rezga/Risqeh,Chalcolithic,Late Chalcolithic,nd,"Gö.1/2000 site 13, top",0,0,14C,4360,40,Klimscha,--
11594,Bln-5245,5491,36,-22.5,charcoal,nd,Israel,Rezga/Risqeh,Chalcolithic,Late Chalcolithic,nd,"Gö.2/2000 site 13, Abhub 1",0,0,14C,4330,40,Klimscha,--
11595,K-1467,6010,120,0,charcoal,nd,Israel,Rezga/Risqeh,Chalcolithic,Late Chalcolithic,nd,nd,0,0,14C,4930,160,Klimscha,--
11596,SMU-10,10880,280,0,charcoal,nd,Israel,Rosh Horesha,Epipalaeolithic,Natufian,Late Natufian,"E22 G7 F13, ""feature 15 et 16, (-0,35-0,45 m)",30.5,34.58,14C,10780,300,"Haynes and Haas 1974, Marks and Larson 1977, Goring-Morris 1991, Schyle 1996",
11597,SMU-9,10490,430,0,charcoal,nd,Israel,Rosh Horesha,Epipalaeolithic,Natufian,Late Natufian,"E 22 G 7; ""feature 13"", (-0,35-0,45 m) oder feature 15/16?",30.5,34.58,14C,10170,580,"Haynes and Haas 1974, Marks and Larson 1977, Weinstein 1984, Schyle 1996",
11598,SMU-90,10490,430,0,charcoal,nd,Israel,Rosh Horesha,Epipalaeolithic,Natufian,Late Natufian,E22 G7 F15/16,30.5,34.58,14C,10170,580,Goring-Morris 1991,
11599,RT-1071,6570,180,0,charcoal,nd,Israel,Rut 8,UP,Kebaran,Geom. Kebaran,nd,0,0,14C,5500,160,--,--
11600,OxA-2136,10930,130,0,charcoal,nd,Israel,Saflulim,Epipalaeolithic,Natufian,Late Natufian,J21 C,30.5,34.58,14C,10900,120,"Goring-Morris 1991, Housley 1994",
11601,OxA-2869,11150,100,-24.7,charcoal,nd,Israel,Saflulim,Epipalaeolithic,Natufian,Late Natufian,4K2OB,30.5,34.58,14C,11030,110,Housley 1994,
11602,RT-505A,11530,1550,0,charcoal,nd,Israel,Salibiya 1,Epipalaeolithic,Natufian,Late Natufian,Late Natufian,31.99,35.42,14C,11640,2120,"Valla 1987b, Goring-Morris 1991",
11603,Pta-3820,6830,80,0,charcoal,nd,Israel,Samir,PN,nd,nd,fosse rectangulaire,32.81,34.95,14C,5740,80,Gopher and Gophna 1993,--
11604,Pta-3821,6830,60,0,charcoal,nd,Israel,Samir,PN,nd,nd,fosse rectangulaire,32.81,34.95,14C,5720,60,"Galil and Weinstein-Evron 1985, 40",--
11605,RT-682A,6470,130,0,wood,nd,Israel,Samir,PN,nd,nd,consruction 5,32.81,34.95,14C,5420,120,--,--
11606,RT-682B,6670,140,0,wood,nd,Israel,Samir,PN,nd,nd,construction 3,32.81,34.95,14C,5600,110,"Carmi 1987, 100",--
11607,RT-70,4800,70,0,wood,nd,Israel,Samir,Chalcolithic,nd,nd,nd,32.81,34.95,14C,3550,90,--,--
11608,RT-855,6520,200,0,nd,nd,Israel,Samir,PN,nd,nd,nd,32.81,34.95,14C,5440,190,"Carmi and Segal 1992, 119",--
11609,OxA-3434,4590,70,-25.4,seed,Vitis vini,Israel,Sataf,Chalcolithic,Chalc.,nd,Area B/16,31.75,35.08,14C,3320,160,"Housley 1994, 65",Oxford Datelist 15
11610,OxA-3435,5270,75,-22.2,seed,Olea europ,Israel,Sataf,Chalcolithic,Chalc.,nd,"Area A/26/B.891, lower 60 cm, cave entrance ",31.75,35.08,14C,4110,100,"Housley 1994, 65",Oxford Datelist 15
11611,RT-1073,8700,200,0,nd,nd,Israel,Sekher 23,Epipalaeolithic,Mushabian,nd,nd,31.1,34.79,14C,7860,260,"Housley 1994, 58",--
11612,RT-1082N,9460,130,0,nd,nd,Israel,Sekher 6,EP,nd,nd,VI/2,31.06,34.81,14C,8840,230,"Goring-Morris 1991, 211",--
11613,RT-1082N,9460,130,0,nd,nd,Israel,Sekher 6,Epipalaeolithic,Natufian,Late Natufian,Late Natufian,31.07,34.82,14C,8840,230,Goring-Morris 1991,
11614,RT-1807,5250,55,0,nd,nd,Israel,Serabit El-Khadim,Chalcolithic,nd,nd,nd,0,0,14C,4100,90,Burton and Levy 2001,--
11615,RT-1807,5250,55,0,charcoal,nd,Israel,Serabit El-Khadim,Late Chalc,nd,nd,"Locus 5, Basket 21, 60 cm bs.",0,0,14C,4100,90,Klimscha,--
11616,RT-1809,5230,55,0,nd,nd,Israel,Serabit El-Khadim,Chalcolithic,nd,nd,nd,0,0,14C,4080,90,Burton and Levy 2001,--
11617,RT-1809,5230,55,0,nd,nd,Israel,Serabit El-Khadim,Late Chalc,nd,nd,nd,0,0,14C,4080,90,Klimscha,--
11618,RT-1811,5350,55,0,nd,nd,Israel,Serabit El-Khadim,Late Chalc,nd,nd,nd,0,0,14C,4180,90,Klimscha,--
11619,OxA-7884,6980,100,-23.5,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"locus 3, basket 120/1",32.68,35.6,14C,5860,100,"Garfinkel 1999b, 5",--
11620,OxA-7885,7270,80,-25,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"locus 15, basket 328",32.68,35.6,14C,6140,80,"Garfinkel 1999b, 5",--
11621,OxA-7917,7410,50,-25.8,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"locus 3, basket 120/2",32.68,35.6,14C,6300,60,"Garfinkel 1999b, 5",--
11622,OxA-7918,7465,50,-23.8,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"locus 3, basket 128",32.68,35.6,14C,6330,60,"Garfinkel 1999b, 5",--
11623,OxA-7919,7495,50,-25.1,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"locus 16, basket 133",32.68,35.6,14C,6350,70,"Garfinkel 1999b, 5",--
11624,OxA-7920,7245,50,-24.7,charcoal,nd,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,"Level 58, basket 242",32.68,35.6,14C,6120,60,"Garfinkel 1999b, 5",--
11625,OxA-9417,7285,45,0,seed,emmer,Israel,Shaar Hagolan,Neolithic,Yarmukian,nd,nd,32.68,35.6,14C,6150,60,Gary Rollefson pers comm 2009,--
11626,OxA-13274,7900,40,0,nd,nd,Israel,Sha'ar Hagolan,Neolithic,PN,nd,nd,32.68,35.6,14C,6800,110,Lee Sep 2010,
11627,OxA-13275,7361,35,0,nd,nd,Israel,Sha'ar Hagolan,Neolithic,PN,nd,nd,32.68,35.6,14C,6230,80,Lee Sep 2010,
11628,OxA-13276,7815,40,0,nd,nd,Israel,Sha'ar Hagolan,Neolithic,PN,nd,nd,32.68,35.6,14C,6640,40,Lee Sep 2010,
11629,OxA-13292,7488,36,0,nd,nd,Israel,Sha'ar Hagolan,Neolithic,PN,nd,nd,32.68,35.6,14C,6350,60,Lee Sep 2010,
